0:	1.094269153342E-05
1:	1.928594799592E-05
2:	2.676474168773E-05
3:	3.502980035922E-05
4:	4.408825033112E-05
5:	5.203426875735E-05
6:	5.953090632114E-05
7:	6.627801644352E-05
8:	7.232717678887E-05
9:	7.899942625365E-05
10:	8.506434451921E-05
11:	9.186099051169E-05
12:	9.926505196688E-05
13:	1.047323664454E-04
14:	1.091444144584E-04
15:	1.144282376476E-04
16:	1.203977121643E-04
17:	1.270931193267E-04
18:	1.334093854032E-04
19:	1.388117233331E-04
20:	1.437381133960E-04
21:	1.493019113779E-04
22:	1.561902817950E-04
23:	1.638582652970E-04
24:	1.707911821477E-04
25:	1.766216118791E-04
26:	1.817772838809E-04
27:	1.873844340272E-04
28:	1.940071896002E-04
29:	2.010532579526E-04
30:	2.077288622137E-04
31:	2.136239398330E-04
32:	2.191588263728E-04
33:	2.250122143181E-04
34:	2.314647048097E-04
35:	2.382219300362E-04
36:	2.447615384183E-04
37:	2.507990769988E-04
38:	2.565443290887E-04
39:	2.624904084440E-04
40:	2.688849921203E-04
41:	2.755259548561E-04
42:	2.820030986683E-04
43:	2.881078192057E-04
44:	2.941221091429E-04
45:	3.004682434573E-04
46:	3.070650799460E-04
47:	3.138145950876E-04
48:	3.205042540138E-04
49:	3.270025295735E-04
50:	3.333964708089E-04
51:	3.398736538502E-04
52:	3.465481137987E-04
53:	3.533475715241E-04
54:	3.600886397901E-04
55:	3.666907828330E-04
56:	3.732294967902E-04
57:	3.798353857987E-04
58:	3.865741071353E-04
59:	3.933940855555E-04
60:	4.001942325805E-04
61:	4.069119480520E-04
62:	4.135804653872E-04
63:	4.202988018156E-04
64:	4.271253778410E-04
65:	4.340254385364E-04
66:	4.409180556984E-04
67:	4.477642322982E-04
68:	4.546007662467E-04
69:	4.614898098987E-04
70:	4.684587443118E-04
71:	4.754889629242E-04
72:	4.825732839579E-04
73:	4.896417788422E-04
74:	4.967083278786E-04
75:	5.038166826394E-04
76:	5.109970694121E-04
77:	5.182312727601E-04
78:	5.254780070332E-04
79:	5.327172678224E-04
80:	5.399673700612E-04
81:	5.472564646938E-04
82:	5.545966052388E-04
83:	5.619781642368E-04
84:	5.693802983634E-04
