0:	1.094538947655E-05
1:	1.929057361849E-05
2:	2.677098382264E-05
3:	3.503789776005E-05
4:	4.409860412125E-05
5:	5.204723856878E-05
6:	5.954473090242E-05
7:	6.629315612372E-05
8:	7.234454824356E-05
9:	7.901892240625E-05
10:	8.508532482665E-05
11:	9.188376861857E-05
12:	9.928912186297E-05
13:	1.047589757945E-04
14:	1.091720041586E-04
15:	1.144585839938E-04
16:	1.204286745633E-04
17:	1.271249930141E-04
18:	1.334445696557E-04
19:	1.388467790093E-04
20:	1.437753671780E-04
21:	1.493412710261E-04
22:	1.562321122037E-04
23:	1.639016263653E-04
24:	1.708353520371E-04
25:	1.766693603713E-04
26:	1.818269083742E-04
27:	1.874353911262E-04
28:	1.940601068782E-04
29:	2.011103788391E-04
30:	2.077888639178E-04
31:	2.136850816896E-04
32:	2.192199608544E-04
33:	2.250769612147E-04
34:	2.315289166290E-04
35:	2.382901584497E-04
36:	2.448346640449E-04
37:	2.508743491489E-04
38:	2.566226175986E-04
39:	2.625707711559E-04
40:	2.689678512979E-04
41:	2.756106550805E-04
42:	2.820903901011E-04
43:	2.881971595343E-04
44:	2.942152495962E-04
45:	3.005638136528E-04
46:	3.071632236242E-04
47:	3.139145555906E-04
48:	3.206074761692E-04
49:	3.271083987784E-04
50:	3.335055662319E-04
51:	3.399836423341E-04
52:	3.466623020358E-04
53:	3.534634306561E-04
54:	3.602062060963E-04
55:	3.668115823530E-04
56:	3.733533958439E-04
57:	3.799627884291E-04
58:	3.867045452353E-04
59:	3.935271524824E-04
60:	4.003301146440E-04
61:	4.070507129654E-04
62:	4.137220385019E-04
63:	4.204429278616E-04
64:	4.272722580936E-04
65:	4.341748135630E-04
66:	4.410699184518E-04
67:	4.479187773541E-04
68:	4.547580028884E-04
69:	4.616494406946E-04
70:	4.686205065809E-04
71:	4.756543785334E-04
72:	4.827412485611E-04
73:	4.898117622361E-04
74:	4.968803259544E-04
75:	5.039916140959E-04
76:	5.111746140756E-04
77:	5.184111068957E-04
78:	5.256600561552E-04
79:	5.329016712494E-04
80:	5.401538801380E-04
81:	5.474448553286E-04
82:	5.547870532610E-04
83:	5.621707532555E-04
84:	5.695749423467E-04
85:	5.769852432422E-04
86:	5.844053230248E-04
87:	5.918559618294E-04
88:	5.993529921398E-04
89:	6.068871007301E-04
90:	6.144400103949E-04
91:	6.220008363016E-04
92:	6.295790662989E-04
93:	6.371873896569E-04
94:	6.448299973272E-04
95:	6.525035714731E-04
96:	6.601994391531E-04
97:	6.679104408249E-04
98:	6.756372749805E-04
99:	6.833901279606E-04
100:	6.911768577993E-04
101:	6.989928660914E-04
102:	7.068290724419E-04
103:	7.146818679757E-04
104:	7.225561421365E-04
105:	7.304580067284E-04
106:	7.383902557194E-04
107:	7.463522488251E-04
108:	7.543422398157E-04
109:	7.623578421772E-04
110:	7.703992887400E-04
111:	7.784711197019E-04
112:	7.865758379921E-04
113:	7.947118137963E-04
114:	8.028728771023E-04
115:	8.110565249808E-04
116:	8.192657260224E-04
117:	8.275026339106E-04
118:	8.357676560991E-04
119:	8.440585224889E-04
120:	8.523737778887E-04
121:	8.607112104073E-04
122:	8.690693648532E-04
123:	8.774494635873E-04
124:	8.858525543474E-04
125:	8.942779968493E-04
126:	9.027219493873E-04
127:	9.111823164858E-04
128:	9.196613100357E-04
129:	9.281585807912E-04
130:	9.366737212986E-04
131:	9.452060912736E-04
132:	9.537539444864E-04
133:	9.623161167838E-04
134:	9.708911529742E-04
135:	9.794798679650E-04
136:	9.880826110020E-04
137:	9.966985089704E-04
138:	1.005325233564E-03
139:	1.013962202705E-03
140:	1.022608485073E-03
141:	1.031265361235E-03
142:	1.039931084961E-03
143:	1.048605074175E-03
144:	1.057286281139E-03
145:	1.065973425284E-03
146:	1.074666390195E-03
147:	1.083364826627E-03
148:	1.092069316655E-03
149:	1.100777415559E-03
150:	1.109488424845E-03
151:	1.118201995268E-03
152:	1.126917661168E-03
153:	1.135634258389E-03
154:	1.144352252595E-03
155:	1.153070479631E-03
156:	1.161787426099E-03
157:	1.170502975583E-03
158:	1.179216196761E-03
159:	1.187927438878E-03
160:	1.196634839289E-03
161:	1.205338747241E-03
162:	1.214037183672E-03
163:	1.222730614245E-03
164:	1.231417409144E-03
165:	1.240097568370E-03
166:	1.248770044185E-03
167:	1.257434603758E-03
168:	1.266090315767E-03
169:	1.274736830965E-03
170:	1.283372286707E-03
171:	1.291997148655E-03
172:	1.300609786995E-03
173:	1.309210318141E-03
174:	1.317798276432E-03
175:	1.326372381300E-03
176:	1.334931468591E-03
177:	1.343475538306E-03
178:	1.352003542706E-03
179:	1.360514899716E-03
180:	1.369009143673E-03
181:	1.377485808916E-03
182:	1.385943032801E-03
183:	1.394380815327E-03
184:	1.402798341587E-03
185:	1.411195145920E-03
186:	1.419570413418E-03
187:	1.427923096344E-03
188:	1.436252496205E-03
189:	1.444558380172E-03
190:	1.452839351259E-03
191:	1.461094361730E-03
192:	1.469324110076E-03
193:	1.477526617236E-03
194:	1.485700719059E-03
195:	1.493846299127E-03
196:	1.501962775365E-03
197:	1.510048634373E-03
198:	1.518103294075E-03
199:	1.526126172394E-03
200:	1.534115290269E-03
201:	1.542070298456E-03
202:	1.549989683554E-03
203:	1.557872863486E-03
204:	1.565717859194E-03
205:	1.573524554260E-03
206:	1.581290969625E-03
207:	1.589015359059E-03
208:	1.596696558408E-03
209:	1.604333287105E-03
210:	1.611924380995E-03
211:	1.619466347620E-03
212:	1.626957207918E-03
213:	1.634394517168E-03
214:	1.641774666496E-03
215:	1.649092650041E-03
216:	1.656345324591E-03
217:	1.663527567871E-03
218:	1.670632627793E-03
219:	1.677652704529E-03
220:	1.684581278823E-03
221:	1.691408921033E-03
222:	1.698125386611E-03
223:	1.704721711576E-03
224:	1.711188466288E-03
225:	1.717515289783E-03
226:	1.723691704683E-03
227:	1.729709212668E-03
228:	1.735558849759E-03
229:	1.741233631037E-03
230:	1.746727852151E-03
231:	1.752038253471E-03
232:	1.757161575370E-03
233:	1.762102008797E-03
234:	1.766869798303E-03
235:	1.771460520104E-03
236:	1.775875571184E-03
237:	1.780119840987E-03
238:	1.784198218957E-03
239:	1.788119086996E-03
240:	1.791890827008E-03
241:	1.795523334295E-03
242:	1.799027435482E-03
243:	1.802415819839E-03
244:	1.805702107958E-03
245:	1.808898872696E-03
246:	1.812021480873E-03
247:	1.815082039684E-03
248:	1.818091259338E-03
249:	1.821060432121E-03
250:	1.823999336921E-03
251:	1.826917636208E-03
252:	1.829821849242E-03
253:	1.832716516219E-03
254:	1.835606410168E-03
255:	1.838493510149E-03
256:	1.841378514655E-03
257:	1.844259095378E-03
258:	1.847135601565E-03
259:	1.850004540756E-03
260:	1.852866029367E-03
261:	1.855717389844E-03
262:	1.858558738604E-03
263:	1.861388329417E-03
264:	1.864207326435E-03
265:	1.867014681920E-03
266:	1.869810628705E-03
267:	1.872593187727E-03
268:	1.875363523141E-03
269:	1.878120820038E-03
270:	1.880864729173E-03
271:	1.883594319224E-03
272:	1.886309706606E-03
273:	1.889010192826E-03
274:	1.891697058454E-03
275:	1.894369022921E-03
276:	1.897026668303E-03
277:	1.899671740830E-03
278:	1.902307267301E-03
279:	1.904935925268E-03
280:	1.907558180392E-03
281:	1.910177874379E-03
282:	1.912795589305E-03
283:	1.915405620821E-03
284:	1.918002497405E-03
285:	1.920582028106E-03
286:	1.923139556311E-03
287:	1.925673685037E-03
288:	1.928185112774E-03
289:	1.930675935000E-03
290:	1.933146384545E-03
291:	1.935595064424E-03
292:	1.938023022376E-03
293:	1.940431771800E-03
294:	1.942821079865E-03
295:	1.945192809217E-03
296:	1.947545213625E-03
297:	1.949876663275E-03
298:	1.952184131369E-03
299:	1.954466570169E-03
300:	1.956722699106E-03
301:	1.958951354027E-03
302:	1.961151137948E-03
303:	1.963321119547E-03
304:	1.965461065993E-03
305:	1.967568881810E-03
306:	1.969642471522E-03
307:	1.971679739654E-03
308:	1.973677892238E-03
309:	1.975632971153E-03
310:	1.977540552616E-03
311:	1.979396678507E-03
312:	1.981194829568E-03
313:	1.982931979001E-03
314:	1.984600443393E-03
315:	1.986197195947E-03
316:	1.987719209865E-03
317:	1.989162527025E-03
318:	1.990526914597E-03
319:	1.991811208427E-03
320:	1.993016107008E-03
321:	1.994141377509E-03
322:	1.995190978050E-03
323:	1.996166771278E-03
324:	1.997068990022E-03
325:	1.997903222218E-03
326:	1.998667372391E-03
327:	1.999368891120E-03
328:	2.000005450100E-03
329:	2.000582171604E-03
330:	2.001099055633E-03
331:	2.001559128985E-03
332:	2.001965418458E-03
333:	2.002316992730E-03
334:	2.002618508413E-03
335:	2.002870431170E-03
336:	2.003075089306E-03
337:	2.003236208111E-03
338:	2.003353089094E-03
339:	2.003430621698E-03
340:	2.003471367061E-03
341:	2.003501402214E-03
342:	2.003524452448E-03
343:	2.003523288295E-03
344:	2.003495348617E-03
345:	2.003442263231E-03
346:	2.003365429118E-03
347:	2.003265079111E-03
348:	2.003144705668E-03
349:	2.003006171435E-03
350:	2.002849942073E-03
351:	2.002678578719E-03
352:	2.002494642511E-03
353:	2.002300461754E-03
354:	2.002096734941E-03
355:	2.001886023208E-03
356:	2.001670887694E-03
357:	2.001451561227E-03
358:	2.001230604947E-03
359:	2.001009881496E-03
360:	2.000790322199E-03
361:	2.000572625548E-03
362:	2.000357257202E-03
363:	2.000145381317E-03
364:	1.999937230721E-03
365:	1.999732339755E-03
366:	1.999532105401E-03
367:	1.999336061999E-03
368:	1.999144209549E-03
369:	1.998956780881E-03
370:	1.998773543164E-03
371:	1.998593797907E-03
372:	1.998417545110E-03
373:	1.998244319111E-03
374:	1.998073654249E-03
375:	1.997905783355E-03
376:	1.997739775106E-03
377:	1.997576327994E-03
378:	1.997414510697E-03
379:	1.997254556045E-03
380:	1.997094834223E-03
381:	1.996937440708E-03
382:	1.996780745685E-03
383:	1.996625447646E-03
384:	1.996468985453E-03
385:	1.996312290430E-03
386:	1.996153267100E-03
387:	1.995992846787E-03
388:	1.995828235522E-03
389:	1.995661528781E-03
390:	1.995491329581E-03
391:	1.995318336412E-03
392:	1.995144179091E-03
393:	1.994967926294E-03
394:	1.994791440666E-03
395:	1.994616119191E-03
396:	1.994442194700E-03
397:	1.994271529838E-03
398:	1.994105521590E-03
399:	1.993946963921E-03
400:	1.993797486648E-03
401:	1.993658952415E-03
402:	1.993541372940E-03
403:	1.993454992771E-03
404:	1.993391662836E-03
405:	1.993352314457E-03
406:	1.993338810280E-03
407:	1.993358833715E-03
408:	1.993427751586E-03
409:	1.993538346142E-03
410:	1.993689686060E-03
411:	1.993883168325E-03
412:	1.994119258597E-03
413:	1.994400518015E-03
414:	1.994727645069E-03
415:	1.995102502406E-03
416:	1.995527185500E-03
417:	1.996003324166E-03
418:	1.996530918404E-03
419:	1.997112296522E-03
420:	1.997756771743E-03
421:	1.998459687456E-03
422:	1.999221043661E-03
423:	2.000038512051E-03
424:	2.000913722441E-03
425:	2.001844346523E-03
426:	2.002830617130E-03
427:	2.003871370107E-03
428:	2.004967071116E-03
429:	2.006116788834E-03
430:	2.007320057601E-03
431:	2.008576644585E-03
432:	2.009886782616E-03
433:	2.011249540374E-03
434:	2.012667013332E-03
435:	2.014145953581E-03
436:	2.015681471676E-03
437:	2.017270773649E-03
438:	2.018913626671E-03
439:	2.020607935265E-03
440:	2.022354165092E-03
441:	2.024149056524E-03
442:	2.025993308052E-03
443:	2.027886221185E-03
444:	2.029826398939E-03
445:	2.031814074144E-03
446:	2.033852273598E-03
447:	2.035942394286E-03
448:	2.038082573563E-03
449:	2.040271647274E-03
450:	2.042509615421E-03
451:	2.044797874987E-03
452:	2.047138987109E-03
453:	2.049536677077E-03
454:	2.051992807537E-03
455:	2.054507611319E-03
456:	2.057084580883E-03
457:	2.059725811705E-03
458:	2.062433864921E-03
459:	2.065208274871E-03
460:	2.068051369861E-03
461:	2.070959191769E-03
462:	2.073929877952E-03
463:	2.076960634440E-03
464:	2.080049831420E-03
465:	2.083194674924E-03
466:	2.086394233629E-03
467:	2.089643385261E-03
468:	2.092941198498E-03
469:	2.096284180880E-03
470:	2.099669538438E-03
471:	2.103094244376E-03
472:	2.106556436047E-03
473:	2.110051689669E-03
474:	2.113578142598E-03
475:	2.117129741237E-03
476:	2.120702760294E-03
477:	2.124291611835E-03
478:	2.127893269062E-03
479:	2.131502376869E-03
480:	2.135117538273E-03
481:	2.138733631000E-03
482:	2.142349258065E-03
483:	2.145960694179E-03
484:	2.149567008018E-03
485:	2.153163775802E-03
486:	2.156750299037E-03
487:	2.160322852433E-03
488:	2.163879107684E-03
489:	2.167414408177E-03
490:	2.170927124098E-03
491:	2.174411434680E-03
